"","timestamp","extractors_first_name","extractors_last_name","preprint_doi","submitting_corresponding_author_first_and_second_name","submitting_corresponding_author_last_name","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","comments_on_preprint","type_of_preprint","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","preprint_comments","publication_comments"
"152",2023-10-17 23:28:08,"Dalton","Leibold","https://doi.org/10.32942/osf.io/t3hae","Jacopo","Cerri","Italy",2015,"Invertebrates","No","Research Article (new empirical work)","none","none",1,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"153",2023-10-17 23:29:00,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/wgaf3","Mark Alan","Hershkovitz","Chile",1989,"Plants","No","Reviews and Meta-analyses","NA","NA",14,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"154",2023-10-17 23:30:24,"Heikel","Balti","https://doi.org/10.32942/osf.io/czm65","Alec Philip","Christie","United Kingdom",2018,"conservation tool","No","contributed paper","NA","https://doi.org/10.5281/zenodo.5521432",0,"No","https://doi.org/10.1111/csp2.579","Society for Conservation Biology",2021-11-23,"No",13,"NA","https://doi.org/10.5281/zenodo.5521432",NA,NA
"155",2023-10-17 23:32:41,"Raphaël","Royauté","https://doi.org/10.32942/osf.io/azytc","Thais","Vasconcelos","United States of America (the)",2015,"Plants","No","Reviews and Meta-analyses","https://github.com/tncvasconcelos/synthesis","https://github.com/tncvasconcelos/synthesis",1,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA
"156",2023-10-17 23:36:48,"Dalton","Leibold","https://doi.org/10.32942/osf.io/czyv4","Melissa","Marselle","Germany",2006,"Biodiversity, Humans","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.1016/j.envint.2021.106420","Environmental International",2021-01-10,"No",212,"https://doi.org/10.1016/j.envint.2021.106420","none",NA,"Data supplied as a Word Document on publication landing page."
"157",2023-10-17 23:38:01,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/3vuj4","Arindam","Roy","India",2016,"Invertebrates","No","Report","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"158",2023-10-17 23:43:53,"Dalton","Leibold","https://doi.org/10.32942/osf.io/pnq2b","Katarzyna","Janas","Poland",0,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1093%2Fcz%2Fzoab011","Current Zoology",2021-02-01,"Yes",2,"none","none",NA,"Supplementary materials in the published version are supplemental methods, not data or code."
"159",2023-10-17 23:44:35,"Raphaël","Royauté","https://doi.org/10.32942/X24W2K","Douglas E","Soltis","United States of America (the)",1977,"Plants","No","Reviews and Meta-analyses","none","none",999,"No","https://doi.org/10.1111/tpj.16142","the Plant Journal",2023-02-12,"No",14,"none","none","No preprint citations found -> used 999 code",NA
"160",2023-10-17 23:45:08,"Wilco","Verberk","https://doi.org/10.32942/X2PP47","Daniel WA","Noble","Australia",2007,"Vertebrates","No","Research Article (new empirical work)","https://bit.ly/2Uy72id","https://bit.ly/2Uy72id",0,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA
"161",2023-10-17 23:45:13,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/h97pw","Faye","Manning","Canada",2021,"Algi, Vertebrates","No","Research Article (new empirical work)","https://osf.io/ujnw2/","https://osf.io/ujnw2/",999,"No","https://doi.org/10.1111/fwb.13706","Freshwater Biology",2021-03-30,"No",6,"https://osf.io/ujnw2","https://osf.io/ujnw2",NA,NA
"162",2023-10-17 23:45:30,"Susan","Everingham","https://doi.org/10.32942/osf.io/jk429","Tatsuya","Amano","Australia",2003,"Study looks at IPBES reports - not clear whether these are reports of plants, invertebrates, vertebrates or could even include algi and fungi","No","Reviews and Meta-analyses","https://osf.io/y94zt/","https://osf.io/y94zt/",999,"No","https://doi.org/10.1038/s41893-023-01087-8","Nature Sustainability",2023-03-16,"No",14,"https://osf.io/y94zt/","https://osf.io/y94zt/",NA,NA
"163",2023-10-17 23:47:51,"Heikel","Balti","https://doi.org/10.32942/osf.io/gqpwv","Jennifer K.","Frey","United States of America (the)",1987,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.3389/fcosc.2021.793277","Frontiers",2022-01-07,"No",3,"none","none",NA,NA
"164",2023-10-17 23:50:38,"Raphaël","Royauté","https://doi.org/10.32942/X21592","Katja","Rönkä","The Republic of Finland",2015,"Vertebrates","No","Reviews and Meta-analyses","NA","NA",0,"No","NA","NA",NA,NA,NA,"NULL",NA,"Used first author as submitting author (no other information available)",NA
"165",2023-10-17 23:51:29,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/pgmu2","Mason","B. Meers","United States of America (the)",1993,"cross-taxa; developmental biology; phylogeny","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.24908/iee.2021.14.1.n","Ideas in Ecology and Evolution",2021-08-03,"No",0,"none","none",NA,NA
"166",2023-10-17 23:53:01,"Elina","Takola","https://doi.org/10.32942/X26S3J","Haonan","Wei","Australia",0,"none","No","Reviews and Meta-analyses","https://ecoevorxiv.org/repository/view/5414/","none",0,"No","NA","NA",NA,NA,NA,"NA","NA","Data are available in the Supplement of the article. Code is not available.",NA
"167",2023-10-17 23:55:20,"Heikel","Balti","https://doi.org/10.32942/osf.io/gkh38","Philip A.","Loring","Canada",2007,"Global food system","No","Research Article (new empirical work)","https://mfr.osf.io/render?url=https%3A%2F%2Fosf.io%2F2swby%2Fdownload","none",0,"No","https://doi.org/10.3389/fsufs.2021.683100","Frontiers",2021-11-12,"No",6,"https://mfr.osf.io/render?url=https%3A%2F%2Fosf.io%2F2swby%2Fdownload","none",NA,NA
"168",2023-10-17 23:55:53,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/e9fwy","Eve","Cooper","Australia",2017,"Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1111/jeb.13712","Journal of Evolutionary Biology",2020-10-12,"No",10,"none","none","They state the data will be available in Dryad after publication, but the publication do not provide any open data.",NA
"169",2023-10-17 23:56:55,"Louis","Bliard","https://doi.org/10.32942/osf.io/su4zv","Ozan","Cinar","Netherlands, Kingdom of the",2017,"simulation study","No","Methods paper","NA","https://osf.io/ms8eq/",999,"No","https://doi.org/10.1111/2041-210X.13760","Methods in Ecology and Evolution",2021-11-08,"No",35,"NA","https://osf.io/ms8eq/",NA,NA
"170",2023-10-17 23:57:47,"James","Orr","https://doi.org/10.32942/X22C7P","Fernando","Baquero","Spain",1975,"Microorganisms","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.3390/biology12050640","Biology",2023-04-23,"No",4,"NA","NA","The pre-prints (version 1 and 2) already seem to be in the format of this (MDPI) journal.",NA
"171",2023-10-17 23:59:03,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/5t478","Jeff","Clements","Norway",2012,"Invertebrates","No","Research Article (new empirical work)","https://osf.io/r394q/","https://osf.io/r394q/",999,"No","https://doi.org/10.1016/j.anbehav.2020.12.008","Animal Behaviour",2021-01-05,"No",21,"https://osf.io/r394q/","https://osf.io/r394q/",NA,NA
"172",2023-10-18 00:01:50,"Raphaël","Royauté","https://doi.org/10.32942/X2WC74","Emily L","Sandall","United States of America (the)",2016,"Plants, Algi, Fungi, Microorganisms, Invertebrates, Vertebrates","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.1016/j.tree.2023.08.004","Trends in Ecology & Evolution",2023-09-06,"No",0,"NA","NA","no citations found -> used 999 code",NA
"173",2023-10-18 00:03:02,"Susan","Everingham","https://doi.org/10.32942/osf.io/g3s4n","Pietro","Pollo","Australia",2012,"Invertebrates","No","Research Article (new empirical work)","http://osf.io/6n7kt/","http://osf.io/6n7kt/",0,"No","https://doi.org/10.1016/j.anbehav.2019.06.030","Animal Behaviour",2019-08-20,"Yes",11,"http://osf.io/6n7kt/","http://osf.io/6n7kt/",NA,NA
"174",2023-10-18 00:04:33,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/4a9p8","Bala","Chaudhary","United States of America (the)",2001,"DEI","No","Opinion","NA","NA",999,"No","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1008210","PLOS Computational Biology",2020-10-01,"No",112,"NA","NA",NA,"The article was published but it is not available in the master list of preprints. https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1008210"
"175",2023-10-18 00:07:25,"Alexander","Elsy","https://doi.org/10.32942/X2F30P","Moises","Exposito-Alonso","United States of America (the)",2016,"Perspective piece on the ""mutation-area relationship""","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA","It is a perspective piece linked to another paper: https://doi.org/10.1126/science.abn5642",NA
"176",2023-10-18 00:07:44,"Bruno E.","Soares","https://doi.org/10.32942/osf.io/fvswy","Michelle","McKemey","Australia",2019,"fire management; indigenous knowledge","No","Reviews and Meta-analyses","NA","NA",14,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"177",2023-10-18 00:07:50,"James","Orr","https://doi.org/10.32942/X2XK5R","Sara","Mitri","Switzerland",2003,"Microorganisms","No","Opinion","NA","NA",999,"No","https://doi.org/10.1016/j.tim.2023.02.014","Trends in Microbiology",2023-03-17,"No",1,"NA","NA",NA,NA
"178",2023-10-18 00:09:46,"Raphaël","Royauté","https://doi.org/10.32942/X2MW2X","Kendall Lee","Calhoun","United States of America (the)",2016,"Vertebrates","No","Research Article (new empirical work)","none","none",1,"No","https://doi.org/10.1002/ecs2.4613","Ecosphere",2023-07-16,"No",2,"https://doi.org/10.6078/D1W70R","none",NA,NA
"179",2023-10-18 00:11:38,"Shreya","Dimri","https://doi.org/10.32942/osf.io/qxf4z","Kei K","Suzuki","Japan",2007,"Vertebrates","No","Research Article (new empirical work)","none","none",2,"No","https://doi.org/10.3390/f13050760","Forests",2022-05-16,"Yes",3,"none","none","I have used 2007 as the first year of publication for the author though this is in Japanese. It seems to be a peer-reviewed paper with citations.",NA
"180",2023-10-18 00:12:54,"Raphaël","Royauté","https://doi.org/10.32942/X2RP4V","Kendall Lee","Calhoun","United States of America (the)",2016,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA
"181",2023-10-18 00:16:33,"Heikel","Balti","https://doi.org/10.32942/osf.io/rsf85","Caleb P.","Charpentier","United States of America (the)",2022,"R studio package Revticulate","No","Methods paper","NA","NA",0,"No","https://doi.org/10.1111/2041-210X.13852","Methods in Ecology and Evolution",2022-03-28,"No",1,"NA","NA",NA,NA
"182",2023-10-18 00:16:50,"Ricardo","Correia","https://doi.org/10.32942/osf.io/ze9nv","Valerio","Sbragaglia","Germany",2011,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1002/tafs.10160","Transactions of the American Fisheries Society",2019-03-14,"Yes",19,"none","none",NA,NA
"183",2023-10-18 00:20:06,"James","Orr","https://doi.org/10.32942/X2P30V","Brad","Oberle","United States of America (the)",2004,"Plants","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1016/j.tfp.2023.100442","Trees, Forests and People",2023-09-21,"No",0,"none","none","There is the following statement in the preprint: All data necessary to reproduce the fitted allometric growth equations will be made available in a public repository (globallometry.org) upon acceptance of the manuscript.","The same statement from above appears in the published manuscript: ""All data necessary to reproduce the fitted allometric growth equations will be made available in a public repository (globallometry.org) upon acceptance of the manuscript."" There is an additional statement on the online version: ""Data will be made available on request."""
"184",2023-10-18 00:20:55,"Eli","Thoré","https://doi.org/10.32942/X21G61","Irene","Di Lecce","Poland",2018,"Vertebrates","No","Research Article (new empirical work)","https://doi.org/10.6084/m9.figshare.21905166.v1.","none",999,"No","https://doi.org/10.1002/ece3.10163","Ecology and Evolution",2023-06-08,"No",0,"https://doi.org/10.6084/m9.figshare.21905166.v1","none",NA,NA
"185",2023-10-18 00:21:26,"Susan","Everingham","https://doi.org/10.32942/osf.io/nh8m2","Julia","Schroeder","United Kingdom of Great Britain and Northern Ireland (the)",2006,"Vertebrates","No","Research Article (new empirical work)","none","none",7,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"186",2023-10-18 00:21:31,"Natalie","van Dis","https://doi.org/10.32942/X2VG6G","Matthew R. D.","Cobain","Ireland",2018,"basal resources/amino acids","No","Reviews and Meta-analyses","https://dx.doi.org/10.6084/m9.figshare.22852355","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"187",2023-10-18 00:23:00,"Elina","Takola","https://doi.org/10.32942/X2G88R","Ranjini","Murali","Germany",2012,"Vertebrates","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA","This preprint introduces a new conservation framework. Not sure if this is an opinion or a methods paper.",NA
"188",2023-10-18 00:25:09,"Alexander","Elsy","https://doi.org/10.32942/X21S30","Hassen","Allegue","Canada",2017,"Vertebrates","No","Research Article (new empirical work)","https://doi.org/10.5281/zenodo.7418942","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"189",2023-10-18 00:26:20,"Ricardo","Correia","https://doi.org/10.32942/osf.io/9z63v","Julia","Schroeder","United Kingdom of Great Britain and Northern Ireland (the)",2006,"Vertebrates","No","Research Article (new empirical work)","https://osf.io/rv2g9/","https://osf.io/rv2g9/",1,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"190",2023-10-18 00:26:39,"James","Orr","https://doi.org/10.32942/X2JC71","Luke","Glowacki","United States of America (the)",2012,"Vertebrates","No","Essay-style manuscript that is more common in social sciences - between a review and a perspective","NA","NA",0,"No","NA","NA",NA,NA,NA,"NULL",NA,NA,NA
"191",2023-10-18 00:27:32,"Eli","Thoré","https://doi.org/10.32942/X2S014","Timothy H.","Parker","United States of America (the)",1999,"Plants","No","Research Article (new empirical work)","https://doi.org/10.17605/OSF.IO/CE7NS","https://doi.org/10.17605/OSF.IO/CE7NS",999,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"192",2023-10-18 00:28:24,"Heikel","Balti","https://doi.org/10.32942/osf.io/h4r3u","Anna","Reboldi","Australia",2021,"animals","No","Reviews and Meta-analyses","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"193",2023-10-18 00:35:37,"Eli","Thoré","https://doi.org/10.32942/X2WS3R","Shai","Pilosof","Israel",2010,"Theoretical (micro-organisms)","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.1016/j.tim.2023.01.007","Trends in Microbiology",2023-02-21,"No",3,"NA","NA",NA,NA
"194",2023-10-18 00:37:37,"Ricardo","Correia","https://doi.org/10.32942/osf.io/tgu65","Chelsey Geralda","Armstrong","Canada",2015,"none","No","Comment","NA","NA",1,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"195",2023-10-18 00:37:56,"Natalie","van Dis","https://doi.org/10.32942/X21S4C","Svein-Ole","Mikalsen","Faroe Islands (the)",1987,"eukaryotes","No","Methods paper","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"196",2023-10-18 00:39:27,"Shreya","Dimri","https://doi.org/10.32942/osf.io/59vp4","Bora","Kim","Germany",2021,"Vertebrates","No","Reviews and Meta-analyses","http://doi.org/10.17605/OSF.IO/2QXT5","http://doi.org/10.17605/OSF.IO/2QXT5",0,"No","https://doi.org/10.1111/1365-2656.13554","Journal of Animal Ecology",2021-07-06,"Yes",9,"https://doi.org/10.17605/OSF.IO/2QXT5","https://doi.org/10.17605/OSF.IO/2QXT5",NA,NA
"197",2023-10-18 00:41:48,"Elina","Takola","https://doi.org/10.32942/X2BG6T","Pascal","Karitter","Germany",0,"Plants","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"none","none","According to the authors ""The data associated with this manuscript will be uploaded to a repository upon acceptance.""",NA
"198",2023-10-18 00:42:40,"Eli","Thoré","https://doi.org/10.32942/X2HG6C","Jonas","Geschke","Switzerland",2020,"Plants, Algi, Fungi, Microorganisms, Invertebrates, Vertebrates, (Biodiversity in general)","No","Reviews and Meta-analyses","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA","A link to data and code should be provided in the Suppl. Mat., but I couldn't find these...",NA
"199",2023-10-18 00:43:04,"Natalie","van Dis","https://doi.org/10.32942/X2X01C","Jean","Peccoud","France",2008,"microsatellite markers","No","Methods paper","NA","https://github.com/jeanlain/STRyper",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"200",2023-10-18 00:43:44,"Louis","Bliard","https://doi.org/10.32942/osf.io/v2fjs","Angus","Davison","United Kingdom of Great Britain and Northern Ireland (the)",1993,"Invertebrates","No","Reviews and Meta-analyses","NA","NA",1,"No","https://doi.org/10.1098/rstb.2020.0163","Philosophical Transactions of the Royal Society B: Biological Sciences",2021-04-05,"Yes",19,"NA","NA",NA,"Link to published paper missing from ecoevorxiv. Title change is only a change from english to american spelling of ""mobilising"""
"201",2023-10-18 00:48:42,"Eli","Thoré","https://doi.org/10.32942/X28304","Jakub Michal","Truszkowski","Sweden",2010,"Plants","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"202",2023-10-18 00:51:24,"Heikel","Balti","https://doi.org/10.32942/osf.io/bp7mc","Sarah B.","Carey","United States of America (the)",2015,"study on the contributions of Dr. Nettie Steven","No","Reviews and Meta-analyses","https://github.com/sarahcarey/angiosperm_dioec","https://github.com/sarahcarey/angiosperm_dioec",0,"No","https://doi.org/10.1098/rstb.2021.0215","Philosophical Transactions",2022-03-21,"Yes",5,"https://github.com/sarahcarey/angiosperm_dioecy","https://github.com/sarahcarey/angiosperm_dioecy",NA,NA
"203",2023-10-18 00:51:24,"Georg","Küstner","https://doi.org/10.32942/osf.io/cyeb7","Manon","Ghislain","France",2018,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA","The supplementary material of the EcoEvoRxiv preprint contains code snippets. When searching for the title of the preprint on Google, both a code repository (https://doi.org/10.5281/zenodo.8172390) and a data repository (https://doi.org/10.5061/dryad.vx0k6djv3) were found. However, these repositories are not mentioned in the preprint and no link from the preprint to them is provided (only the other way round).",NA
"204",2023-10-18 00:51:51,"Ricardo","Correia","https://doi.org/10.32942/osf.io/s59rh","Abigail","Fraser","United Kingdom of Great Britain and Northern Ireland (the)",2004,"Vertebrates","No","Reviews and Meta-analyses","none","none",0,"No","https://doi.org/10.1017/ehs.2020.59","Evolutionary Human Sciences",2020-11-13,"No",6,"Supplementary material","none","The review focuses on menopause in humans, so picked vertebrates as taxa. The authors Google Scholar page is not well curated and there are some old papers associated with the author that are likely to be from someone else. Used the date of the first publication in the author's institutional page (confirmed also present in Google Scholar) as year of first publication. The study is a review but the authors mention data and code for producing a figure in the paper so considered this when inputting information about data and code availability.",NA
"205",2023-10-18 00:52:28,"Natalie","van Dis","https://doi.org/10.32942/X2NG6M","Juha M.","Alatalo","Qatar",1995,"Microorganisms","No","Research Article (new empirical work)","https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA944243","none",1,"No","NA","NA",NA,NA,NA,"NA","NA","There is a data link but data have not been made public yet",NA
"206",2023-10-18 00:54:13,"Eli","Thoré","https://doi.org/10.32942/X2CS33","Carlos A.","Aguilar-Trigueros","Germany",2014,"Fungi","No","Research Article (new empirical work)","https://github.com/traitecoevo/fungaltrait","https://github.com/aguilart/SporeSizeFungalKingdom",999,"No","https://doi.org/10.1111/ele.14271","Ecology Letters",2023-06-17,"No",0,"https://github.com/aguilart/Symbiotic-status-and-fungal-spore-size","https://github.com/aguilart/Symbiotic-status-and-fungal-spore-size",NA,NA
"207",2023-10-18 00:57:41,"Natalie","van Dis","https://doi.org/10.32942/X2HS4Q","Jessica A.","Rowland","Australia",2017,"ecosystems","No","Opinion","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"208",2023-10-18 00:59:01,"Ricardo","Correia","https://doi.org/10.32942/osf.io/wknjq","Stuart C.","Brown","Australia",2012,"none","No","Data paper","https://esgf-node.llnl.gov/projects/esgf-llnl/","https://github.com/GlobalEcologyLab/ESGF_ClimateDownloads",0,"No","https://doi.org/10.1038/s41597-020-00663-3","Scientific Data",2020-10-12,"No",13,"https://esgf-node.llnl.gov/projects/esgf-llnl/","https://github.com/GlobalEcologyLab/ESGF_ClimateDownloads",NA,NA
"209",2023-10-18 00:59:33,"Heikel","Balti","https://doi.org/10.32942/osf.io/u2whp","Sofia Julia","van Moorsel","Switzerland",2011,"Plants","No","Research Article (new empirical work)","10.5281/zenodo.6371962","none",0,"No","https://doi.org/10.1093/jpe/rtac054","Journal of Plant Ecology",2022-04-07,"No",5,"10.5281/zenodo.6371962","none",NA,NA
"210",2023-10-18 01:02:11,"Georg","Küstner","https://doi.org/10.32942/osf.io/fhkev","Stepfanie M.","Aguillon","United States of America (the)",2015,"Vertebrates","No","Opinion","NA","NA",0,"No","https://doi.org/10.1093/ornithology/ukad029","Ornithology",2023-06-16,"No",2,"NA","NA",NA,NA
"211",2023-10-18 01:03:39,"Louis","Bliard","https://doi.org/10.32942/osf.io/bmfhw","Jamie","Reaser","United States of America (the)",0,"ecosystems and pathogens","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.2305/IUCN.CH.2021.PARKS-27-SIJKR.en","PARKS",2021-03-01,"No",8,"NA","NA",NA,NA
"212",2023-10-18 01:06:39,"Eli","Thoré","https://doi.org/10.32942/X2488N","Michael","Manhart","United States of America (the)",2010,"Microorganisms","No","Reviews and Meta-analyses","NA","NA",999,"No","https://doi.org/10.1016/j.coisb.2023.100470","Current Opinion in Systems Biology",2023-12-01,"No",1,"NA","NA",NA,NA
"213",2023-10-18 01:10:39,"Susan","Everingham","https://doi.org/10.32942/osf.io/fnbj7","Paul James","Haverkamp","Switzerland",2010,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"214",2023-10-18 01:11:08,"Elina","Takola","https://doi.org/10.32942/X23029","Ryan B.","Lunn","United States of America (the)",0,"Vertebrates","No","Research Article (new empirical work)","https://osf.io/g9am5/?view_only=a5c667733e044a8090a724cce413b30b","https://osf.io/g9am5/?view_only=a5c667733e044a8090a724cce413b30b",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"215",2023-10-18 01:12:15,"Eli","Thoré","https://doi.org/10.32942/X20K5C","Roberto","Marquez","United States of America (the)",2012,"Vertebrates","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"216",2023-10-18 01:15:29,"Heikel","Balti","https://doi.org/10.32942/osf.io/5mh3d","Nikol","Kmentová","Czechia",2016,"Invertebrates","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1016/j.ijpara.2022.01.003","International Journal for Parasitology",2022-06-01,"No",9,"none","none",NA,NA
"217",2023-10-18 01:16:35,"Alexander","Elsy","https://doi.org/10.32942/X2X301","Sergey","Kryazhimskiy","United States of America (the)",2007,"Plants, Microorganisms, Invertebrates, Vertebrates","No","Reviews and Meta-analyses","https://doi.org/10.5281/zenodo.7418761","https://doi.org/10.5281/zenodo.7418761",999,"No","https://doi.org/10.1098/rstb.2022.0047","Philosophical Transactions of the Royal Society B",2023-04-03,"No",2,"https://doi.org/10.5281/zenodo.7418761","https://doi.org/10.5281/zenodo.7418761","Review which uses several taxa as examples but focuses on microorganisms",NA
"218",2023-10-18 01:17:20,"Eli","Thoré","https://doi.org/10.32942/X2VS3F","Thomas","Enriquez","Belgium",2015,"Invertebrates","No","Reviews and Meta-analyses","NA","NA",2,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"219",2023-10-18 01:20:59,"Elina","Takola","https://doi.org/10.32942/X2Z883","David","Soderberg","United States of America (the)",2018,"Plants","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA","According to the authors: ""After acceptance of this manuscript by the journal and before publication, data will be archived in ScienceBase.""",NA
"220",2023-10-18 01:22:20,"Heikel","Balti","https://doi.org/10.32942/osf.io/ur6qz","Sara","Vangerschov","Denmark",2016,"woodland planting & recreational tourisme","No","Research Article (new empirical work)","none","none",0,"No","https://doi.org/10.1016/j.landurbplan.2022.104587","Landscape and Urban Planning",2023-02-01,"No",4,"none","none",NA,NA
"221",2023-10-18 01:23:14,"Eli","Thoré","https://doi.org/10.32942/X2R30G","Roberto","Marquez","United States of America (the)",2012,"Vertebrates","No","Research Article (new empirical work)","none","none",999,"No","https://doi.org/10.1007/s10682-023-10246-4","Evolutionary Ecology",2023-05-24,"No",0,"none","none",NA,NA
"222",2023-10-18 01:24:24,"Ricardo","Correia","https://doi.org/10.32942/osf.io/agw34","Christopher J.","Lortie","Canada",0,"Plants","No","Reviews and Meta-analyses","NA","NA",0,"No","https://islandpress.org/books/rewilding-agricultural-landscapes","Rewilding Agricultural Landscapes: A California Study in Rebalancing the Needs of People and Nature",2021-04-08,"No",NA,"NA","NA",NA,"Preprint published as a book chapter, please confirm this case and validate data entries as relevant. A link to the book was added in the Publication_DOI field"
"223",2023-10-18 01:26:09,"Eli","Thoré","https://doi.org/10.32942/X2GK5Q","Emiko","Stuart","Australia",2020,"Fungi","No","Research Article (new empirical work)","none","none",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"224",2023-10-18 01:29:24,"Heikel","Balti","https://doi.org/10.32942/osf.io/3cxue","Regina","Vega-Trejo","Sweden",2013,"Vertebrates","No","Research Article (new empirical work)","none","none",3,"No","https://doi.org/10.1007/s10682-022-10191-8","Evolutionary Ecology",2022-12-01,"Yes",3,"https://osf.io/42cpt/","https://osf.io/42cpt/",NA,NA
"225",2023-10-18 01:30:11,"Elina","Takola","https://doi.org/10.32942/X2TG7J","Mara Elena","Heinrichs","Germany",0,"Microorganisms","No","Reviews and Meta-analyses","NA","NA",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"226",2023-10-18 01:30:13,"Susan","Everingham","https://doi.org/10.32942/osf.io/dgmr4","Joey","Bernhardt","Switzerland",2009,"Conceptual framework paper applied to many organisms but not specified","No","This paper is hard to define - it's more of a ""framework"" paper which could maybe be defined as a methods paper? Or opinion? Or comment?","https://github.com/JoeyBernhardt/colour-of-noise","https://github.com/JoeyBernhardt/colour-of-noise",999,"No","https://doi.org/10.1098/rstb.2019.0454","Philosophical Transactions of the Royal Society B",2020-11-02,"No",93,"https://doi.org/10.5281/zenodo.4058887","https://doi.org/10.5281/zenodo.4058887.",NA,NA
"227",2023-10-18 01:35:10,"Eli","Thoré","https://doi.org/10.32942/X2M880","Isla H.","Myers-Smith","United Kingdom of Great Britain and Northern Ireland (the)",1998,"Plants","No","Research Article (new empirical work)","https://github.com/ShrubHub/TeaElevationHub","https://github.com/ShrubHub/TeaElevationHub",0,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"228",2023-10-18 01:35:27,"Elina","Takola","https://doi.org/10.32942/X2PS3W","Mary","Burak","United States of America (the)",2016,"all species","No","Reviews and Meta-analyses","NA","NA",1,"No","NA","NA",NA,NA,NA,"NA","NA",NA,NA
"229",2023-10-18 01:39:40,"Heikel","Balti","https://doi.org/10.32942/osf.io/hsjqe","William K","Oestreich","United States of America (the)",2014,"Vertebrates","No","Research Article (new empirical work)","https://github.com/woestreich/blue-whale-phenology","https://github.com/woestreich/blue-whale-phenology",0,"No","https://doi.org/10.1111/1365-2435.14013","Functional Ecology",2022-02-03,"Yes",14,"https://github.com/woestreich/blue-whale-phenology","https://github.com/woestreich/blue-whale-phenology",NA,NA
